Area,Production,GDP,Annual Growth Rate (%),Inflation,Rainfall,Price,Temparature
2276,2884,110808,0.0741,0.0886,3035.1,1110,26.82
143,204,109744,-0.0098,0.0931,2151.1,1250,26.86
631,1443,109744,-0.0098,0.0931,2151.1,1250,26.86
2737,3679,109744,-0.0098,0.0931,2151.1,1250,26.86
79,120,110200,0.004,0.1106,3255.4,1345,26.91
563,1437,110200,0.004,0.1106,3255.4,1345,26.91
1791,2293,110200,0.004,0.1106,3255.4,1345,26.91
62,62,119624,0.0857,0.0665,3046.4,1425,26.94
551,1284,119624,0.0857,0.0665,3046.4,1425,26.94
1708,2077,119624,0.0857,0.0665,3046.4,1425,26.94
6289,13044,31388,-0.0053,0.1323,3151.5,939,26.03
1882,4697,31388,-0.0053,0.1323,3151.5,939,26.03
15647,24600,31388,-0.0053,0.1323,3151.5,939,26.03
5844,10230,33592,0.0694,0.0467,2914.6,1009,26.18
2211,6210,33592,0.0694,0.0467,2914.6,1009,26.18
15440,25677,33592,0.0694,0.0467,2914.6,1009,26.18
6952,13419,33668,0.003,0.0401,2412.6,1139,26.21
1878,4755,33668,0.003,0.0401,2412.6,1139,26.21
14318,25623,33668,0.003,0.0401,2412.6,1139,26.21
6908,13313,34352,0.0186,0.0378,2931.1,864,26.28
1723,5108,34352,0.0186,0.0378,2931.1,864,26.28
14023,25638,34352,0.0186,0.0378,2931.1,864,26.28
5781,11308,35796,0.043,0.043,2507.4,964,26.34
1637,5104,35796,0.043,0.043,2507.4,964,26.34
12260,22569,35796,0.043,0.043,2507.4,964,26.34
5032,10792,41572,0.1608,0.0381,2394.9,945,26.5
1686,5383,41572,0.1608,0.0381,2394.9,945,26.5
10953,20569,41572,0.1608,0.0381,2394.9,945,26.5
4697,9907,47728,0.1482,0.0377,2886.1,1309,26.42
1590,5396,47728,0.1482,0.0377,2886.1,1309,26.42
10462,21236,47728,0.1482,0.0377,2886.1,1309,26.42
3605,7732,54340,0.1387,0.0425,3031.1,1009,26.48
1506,4836,54340,0.1387,0.0425,3031.1,1009,26.48
9774,18809,54340,0.1387,0.0425,3031.1,1009,26.48
4782,10514,61332,0.1285,0.058,3420.6,1094,26.53
1595,5515,61332,0.1285,0.058,3420.6,1094,26.53
8732,17094,61332,0.1285,0.058,3420.6,1094,26.53
1583,2881,78128,0.2747,0.0637,3489.6,1284,26.6
1528,5268,78128,0.2747,0.0637,3489.6,1284,26.6
6385,13599,78128,0.2747,0.0637,3489.6,1284,26.6
1744,3819,75924,-0.029,0.0835,2524.5,1494,26.67
1521,4742,75924,-0.029,0.0835,2524.5,1494,26.67
7748,14704,75924,-0.029,0.0835,2524.5,1494,26.67
1187,2343,83752,0.1036,0.1088,2810.6,1575,26.71
1295,4281,83752,0.1036,0.1088,2810.6,1575,26.71
6356,13269,83752,0.1036,0.1088,2810.6,1575,26.71
1088,2297,103208,0.232,0.1199,3131.8,1030,26.77
1770,5946,103208,0.232,0.1199,3131.8,1030,26.77
6091,12826,103208,0.232,0.1199,3131.8,1030,26.77
767,1589,110808,0.0741,0.0886,3035.1,1110,26.82
1620,5846,110808,0.0741,0.0886,3035.1,1110,26.82
5141,11142,110808,0.0741,0.0886,3035.1,1110,26.82
493,1074,109744,-0.0098,0.0931,2151.1,1250,26.86
1458,5115,109744,-0.0098,0.0931,2151.1,1250,26.86
4723,9188,109744,-0.0098,0.0931,2151.1,1250,26.86
121,272,110200,0.004,0.1106,3255.4,1345,26.91
1798,6624,110200,0.004,0.1106,3255.4,1345,26.91
5630,12813,110200,0.004,0.1106,3255.4,1345,26.91
494,1020,119624,0.0857,0.0665,3046.4,1425,26.94
1940,7577,119624,0.0857,0.0665,3046.4,1425,26.94
5968,13682,119624,0.0857,0.0665,3046.4,1425,26.94
45915,98955,31388,-0.0053,0.1323,3151.5,939,26.03
5822,15619,31388,-0.0053,0.1323,3151.5,939,26.03
55730,123214,31388,-0.0053,0.1323,3151.5,939,26.03
51685,106137,33592,0.0694,0.0467,2914.6,1009,26.18
7289,21482,33592,0.0694,0.0467,2914.6,1009,26.18
50730,123292,33592,0.0694,0.0467,2914.6,1009,26.18
58580,125079,33668,0.003,0.0401,2412.6,1139,26.21
7600,24496,33668,0.003,0.0401,2412.6,1139,26.21
52521,112598,33668,0.003,0.0401,2412.6,1139,26.21
57462,129463,34352,0.0186,0.0378,2931.1,864,26.28
7338,20493,34352,0.0186,0.0378,2931.1,864,26.28
51104,119346,34352,0.0186,0.0378,2931.1,864,26.28
57583,117326,35796,0.043,0.043,2507.4,964,26.34
5124,14371,35796,0.043,0.043,2507.4,964,26.34
53203,112229,35796,0.043,0.043,2507.4,964,26.34
52811,114479,41572,0.1608,0.0381,2394.9,945,26.5
3967,6551,41572,0.1608,0.0381,2394.9,945,26.5
48353,68413,41572,0.1608,0.0381,2394.9,945,26.5
54409,126966,47728,0.1482,0.0377,2886.1,1309,26.42
420,749,47728,0.1482,0.0377,2886.1,1309,26.42
56200,132403,47728,0.1482,0.0377,2886.1,1309,26.42
49411,112132,54340,0.1387,0.0425,3031.1,1009,26.48
318,774,54340,0.1387,0.0425,3031.1,1009,26.48
64190,153728,54340,0.1387,0.0425,3031.1,1009,26.48
44443,100669,61332,0.1285,0.058,3420.6,1094,26.53
6090,17605,61332,0.1285,0.058,3420.6,1094,26.53
58675,151829,61332,0.1285,0.058,3420.6,1094,26.53
47083,108300,78128,0.2747,0.0637,3489.6,1284,26.6
6086,17088,78128,0.2747,0.0637,3489.6,1284,26.6
46004,118856,78128,0.2747,0.0637,3489.6,1284,26.6
45659,111561,75924,-0.029,0.0835,2524.5,1494,26.67
8143,23537,75924,-0.029,0.0835,2524.5,1494,26.67
42388,105045,75924,-0.029,0.0835,2524.5,1494,26.67
45200,112866,83752,0.1036,0.1088,2810.6,1575,26.71
6266,16827,83752,0.1036,0.1088,2810.6,1575,26.71
49056,136538,83752,0.1036,0.1088,2810.6,1575,26.71
38648,96030,103208,0.232,0.1199,3131.8,1030,26.77
5499,15300,103208,0.232,0.1199,3131.8,1030,26.77
43364,106825,103208,0.232,0.1199,3131.8,1030,26.77
37933,92523,110808,0.0741,0.0886,3035.1,1110,26.82
3660,10688,110808,0.0741,0.0886,3035.1,1110,26.82
42405,121202,110808,0.0741,0.0886,3035.1,1110,26.82
37021,89411,109744,-0.0098,0.0931,2151.1,1250,26.86
2678,5286,109744,-0.0098,0.0931,2151.1,1250,26.86
39502,94532,109744,-0.0098,0.0931,2151.1,1250,26.86
35561,97030,110200,0.004,0.1106,3255.4,1345,26.91
4642,13159,110200,0.004,0.1106,3255.4,1345,26.91
42693,127876,110200,0.004,0.1106,3255.4,1345,26.91
37371,95178,119624,0.0857,0.0665,3046.4,1425,26.94
2695,8925,119624,0.0857,0.0665,3046.4,1425,26.94
42846,132295,119624,0.0857,0.0665,3046.4,1425,26.94
1372,2499,31388,-0.0053,0.1323,3151.5,939,26.03
2960,10424,31388,-0.0053,0.1323,3151.5,939,26.03
3165,6544,31388,-0.0053,0.1323,3151.5,939,26.03
1000,1967,33592,0.0694,0.0467,2914.6,1009,26.18
3036,10667,33592,0.0694,0.0467,2914.6,1009,26.18
2680,6005,33592,0.0694,0.0467,2914.6,1009,26.18
1070,2214,33668,0.003,0.0401,2412.6,1139,26.21
2557,8975,33668,0.003,0.0401,2412.6,1139,26.21
2652,5970,33668,0.003,0.0401,2412.6,1139,26.21
801,1729,34352,0.0186,0.0378,2931.1,864,26.28
2299,6215,34352,0.0186,0.0378,2931.1,864,26.28
2118,4911,34352,0.0186,0.0378,2931.1,864,26.28
815,1639,35796,0.043,0.043,2507.4,964,26.34
2380,6992,35796,0.043,0.043,2507.4,964,26.34
2236,4890,35796,0.043,0.043,2507.4,964,26.34
683,1437,41572,0.1608,0.0381,2394.9,945,26.5
2009,5299,41572,0.1608,0.0381,2394.9,945,26.5
2570,5905,41572,0.1608,0.0381,2394.9,945,26.5
834,1852,47728,0.1482,0.0377,2886.1,1309,26.42
1702,4699,47728,0.1482,0.0377,2886.1,1309,26.42
1803,4233,47728,0.1482,0.0377,2886.1,1309,26.42
772,1549,54340,0.1387,0.0425,3031.1,1009,26.48
955,2460,54340,0.1387,0.0425,3031.1,1009,26.48
1564,3509,54340,0.1387,0.0425,3031.1,1009,26.48
230,550,61332,0.1285,0.058,3420.6,1094,26.53
952,3128,61332,0.1285,0.058,3420.6,1094,26.53
1434,3423,61332,0.1285,0.058,3420.6,1094,26.53
105,241,78128,0.2747,0.0637,3489.6,1284,26.6
1329,3040,78128,0.2747,0.0637,3489.6,1284,26.6
567,1350,78128,0.2747,0.0637,3489.6,1284,26.6
130,303,75924,-0.029,0.0835,2524.5,1494,26.67
1687,4941,75924,-0.029,0.0835,2524.5,1494,26.67
864,2155,75924,-0.029,0.0835,2524.5,1494,26.67
185,466,83752,0.1036,0.1088,2810.6,1575,26.71
2208,5782,83752,0.1036,0.1088,2810.6,1575,26.71
603,1490,83752,0.1036,0.1088,2810.6,1575,26.71
113,245,103208,0.232,0.1199,3131.8,1030,26.77
2393,5290,103208,0.232,0.1199,3131.8,1030,26.77
480,1093,103208,0.232,0.1199,3131.8,1030,26.77
45,96,110808,0.0741,0.0886,3035.1,1110,26.82
2282,7513,110808,0.0741,0.0886,3035.1,1110,26.82
475,1380,110808,0.0741,0.0886,3035.1,1110,26.82
34,92,109744,-0.0098,0.0931,2151.1,1250,26.86
1847,4965,109744,-0.0098,0.0931,2151.1,1250,26.86
399,984,109744,-0.0098,0.0931,2151.1,1250,26.86
8,18,110200,0.004,0.1106,3255.4,1345,26.91
1970,6304,110200,0.004,0.1106,3255.4,1345,26.91
489,1232,110200,0.004,0.1106,3255.4,1345,26.91
35,53,119624,0.0857,0.0665,3046.4,1425,26.94
2084,6214,119624,0.0857,0.0665,3046.4,1425,26.94
473,1306,119624,0.0857,0.0665,3046.4,1425,26.94
4798,8892,31388,-0.0053,0.1323,3151.5,939,26.03
16,5,31388,-0.0053,0.1323,3151.5,939,26.03
4784,8792,31388,-0.0053,0.1323,3151.5,939,26.03
3705,8206,33592,0.0694,0.0467,2914.6,1009,26.18
50,85,33592,0.0694,0.0467,2914.6,1009,26.18
4214,9259,33592,0.0694,0.0467,2914.6,1009,26.18
3388,7216,33668,0.003,0.0401,2412.6,1139,26.21
9,8,33668,0.003,0.0401,2412.6,1139,26.21
3598,7245,33668,0.003,0.0401,2412.6,1139,26.21
3336,7335,34352,0.0186,0.0378,2931.1,864,26.28
8,6,34352,0.0186,0.0378,2931.1,864,26.28
3466,7345,34352,0.0186,0.0378,2931.1,864,26.28
3189,7246,35796,0.043,0.043,2507.4,964,26.34
3,3,35796,0.043,0.043,2507.4,964,26.34
3231,6870,35796,0.043,0.043,2507.4,964,26.34
2551,5666,41572,0.1608,0.0381,2394.9,945,26.5
18,26,41572,0.1608,0.0381,2394.9,945,26.5
2802,5586,41572,0.1608,0.0381,2394.9,945,26.5
2621,6423,47728,0.1482,0.0377,2886.1,1309,26.42
2,3,47728,0.1482,0.0377,2886.1,1309,26.42
2573,5930,47728,0.1482,0.0377,2886.1,1309,26.42
2178,5232,54340,0.1387,0.0425,3031.1,1009,26.48
14,24,54340,0.1387,0.0425,3031.1,1009,26.48
2513,5778,54340,0.1387,0.0425,3031.1,1009,26.48
1403,3602,61332,0.1285,0.058,3420.6,1094,26.53
73,187,61332,0.1285,0.058,3420.6,1094,26.53
2373,6288,61332,0.1285,0.058,3420.6,1094,26.53
1309,3243,78128,0.2747,0.0637,3489.6,1284,26.6
77,184,78128,0.2747,0.0637,3489.6,1284,26.6
1481,3755,78128,0.2747,0.0637,3489.6,1284,26.6
1350,3360,75924,-0.029,0.0835,2524.5,1494,26.67
116,306,75924,-0.029,0.0835,2524.5,1494,26.67
1529,3608,75924,-0.029,0.0835,2524.5,1494,26.67
1417,3942,83752,0.1036,0.1088,2810.6,1575,26.71
163,340,83752,0.1036,0.1088,2810.6,1575,26.71
1360,3282,83752,0.1036,0.1088,2810.6,1575,26.71
1493,3593,103208,0.232,0.1199,3131.8,1030,26.77
267,560,103208,0.232,0.1199,3131.8,1030,26.77
1159,2770,103208,0.232,0.1199,3131.8,1030,26.77
1205,3138,110808,0.0741,0.0886,3035.1,1110,26.82
112,268,110808,0.0741,0.0886,3035.1,1110,26.82
1078,2733,110808,0.0741,0.0886,3035.1,1110,26.82
596,1471,109744,-0.0098,0.0931,2151.1,1250,26.86
40,91,109744,-0.0098,0.0931,2151.1,1250,26.86
1180,2534,109744,-0.0098,0.0931,2151.1,1250,26.86
875,2468,110200,0.004,0.1106,3255.4,1345,26.91
133,360,110200,0.004,0.1106,3255.4,1345,26.91
993,2498,110200,0.004,0.1106,3255.4,1345,26.91
963,2588,119624,0.0857,0.0665,3046.4,1425,26.94
66,174,119624,0.0857,0.0665,3046.4,1425,26.94
1064,2799,119624,0.0857,0.0665,3046.4,1425,26.94
10019,17623,31388,-0.0053,0.1323,3151.5,939,26.03
6196,14233,31388,-0.0053,0.1323,3151.5,939,26.03
23000,42334,31388,-0.0053,0.1323,3151.5,939,26.03
11343,21488,33592,0.0694,0.0467,2914.6,1009,26.18
7922,19589,33592,0.0694,0.0467,2914.6,1009,26.18
23622,51132,33592,0.0694,0.0467,2914.6,1009,26.18
10878,21416,33668,0.003,0.0401,2412.6,1139,26.21
6328,15668,33668,0.003,0.0401,2412.6,1139,26.21
22178,45021,33668,0.003,0.0401,2412.6,1139,26.21
9809,19830,34352,0.0186,0.0378,2931.1,864,26.28
6129,15861,34352,0.0186,0.0378,2931.1,864,26.28
21074,48590,34352,0.0186,0.0378,2931.1,864,26.28
9740,20021,35796,0.043,0.043,2507.4,964,26.34
7698,23084,35796,0.043,0.043,2507.4,964,26.34
19836,44167,35796,0.043,0.043,2507.4,964,26.34
8016,18023,41572,0.1608,0.0381,2394.9,945,26.5
6317,18894,41572,0.1608,0.0381,2394.9,945,26.5
19825,42925,41572,0.1608,0.0381,2394.9,945,26.5
9641,19964,47728,0.1482,0.0377,2886.1,1309,26.42
8658,26886,47728,0.1482,0.0377,2886.1,1309,26.42
18052,40613,47728,0.1482,0.0377,2886.1,1309,26.42
7421,14563,54340,0.1387,0.0425,3031.1,1009,26.48
5877,19489,54340,0.1387,0.0425,3031.1,1009,26.48
17776,38899,54340,0.1387,0.0425,3031.1,1009,26.48
5389,9847,61332,0.1285,0.058,3420.6,1094,26.53
5894,20401,61332,0.1285,0.058,3420.6,1094,26.53
16028,34788,61332,0.1285,0.058,3420.6,1094,26.53
4149,7378,78128,0.2747,0.0637,3489.6,1284,26.6
8721,26374,78128,0.2747,0.0637,3489.6,1284,26.6
11552,25629,78128,0.2747,0.0637,3489.6,1284,26.6
4768,9439,75924,-0.029,0.0835,2524.5,1494,26.67
8834,28887,75924,-0.029,0.0835,2524.5,1494,26.67
14326,33583,75924,-0.029,0.0835,2524.5,1494,26.67
3901,6922,83752,0.1036,0.1088,2810.6,1575,26.71
8989,28329,83752,0.1036,0.1088,2810.6,1575,26.71
12549,28603,83752,0.1036,0.1088,2810.6,1575,26.71
3033,6012,103208,0.232,0.1199,3131.8,1030,26.77
6362,20224,103208,0.232,0.1199,3131.8,1030,26.77
10864,26843,103208,0.232,0.1199,3131.8,1030,26.77
2740,5819,110808,0.0741,0.0886,3035.1,1110,26.82
7705,27974,110808,0.0741,0.0886,3035.1,1110,26.82
10727,28523,110808,0.0741,0.0886,3035.1,1110,26.82
2577,5615,109744,-0.0098,0.0931,2151.1,1250,26.86
7476,26342,109744,-0.0098,0.0931,2151.1,1250,26.86
13045,35612,109744,-0.0098,0.0931,2151.1,1250,26.86
1810,4153,110200,0.004,0.1106,3255.4,1345,26.91
7884,27853,110200,0.004,0.1106,3255.4,1345,26.91
12580,34647,110200,0.004,0.1106,3255.4,1345,26.91
2864,6282,119624,0.0857,0.0665,3046.4,1425,26.94
8051,29830,119624,0.0857,0.0665,3046.4,1425,26.94
13236,39904,119624,0.0857,0.0665,3046.4,1425,26.94
3599,9023,31388,-0.0053,0.1323,3151.5,939,26.03
12043,25666,31388,-0.0053,0.1323,3151.5,939,26.03
2750,6978,33592,0.0694,0.0467,2914.6,1009,26.18
14554,37783,33592,0.0694,0.0467,2914.6,1009,26.18
3200,7505,33668,0.003,0.0401,2412.6,1139,26.21
11800,26297,33668,0.003,0.0401,2412.6,1139,26.21
2952,7351,34352,0.0186,0.0378,2931.1,864,26.28
9903,24725,34352,0.0186,0.0378,2931.1,864,26.28
2498,6548,35796,0.043,0.043,2507.4,964,26.34
10490,24778,35796,0.043,0.043,2507.4,964,26.34
2168,4872,41572,0.1608,0.0381,2394.9,945,26.5
10175,23549,41572,0.1608,0.0381,2394.9,945,26.5
2324,6278,47728,0.1482,0.0377,2886.1,1309,26.42
9007,22928,47728,0.1482,0.0377,2886.1,1309,26.42
2232,6353,54340,0.1387,0.0425,3031.1,1009,26.48
9271,22032,54340,0.1387,0.0425,3031.1,1009,26.48
2567,7607,61332,0.1285,0.058,3420.6,1094,26.53
9265,23115,61332,0.1285,0.058,3420.6,1094,26.53
2995,8606,78128,0.2747,0.0637,3489.6,1284,26.6
9413,23473,78128,0.2747,0.0637,3489.6,1284,26.6
2896,8154,75924,-0.029,0.0835,2524.5,1494,26.67
9850,25707,75924,-0.029,0.0835,2524.5,1494,26.67
2419,6819,83752,0.1036,0.1088,2810.6,1575,26.71
10576,26338,83752,0.1036,0.1088,2810.6,1575,26.71
1835,5266,103208,0.232,0.1199,3131.8,1030,26.77
9219,22645,103208,0.232,0.1199,3131.8,1030,26.77
1337,3552,110808,0.0741,0.0886,3035.1,1110,26.82
7658,19974,110808,0.0741,0.0886,3035.1,1110,26.82
1034,2765,109744,-0.0098,0.0931,2151.1,1250,26.86
9196,25287,109744,-0.0098,0.0931,2151.1,1250,26.86
1522,4062,110200,0.004,0.1106,3255.4,1345,26.91
9959,26693,110200,0.004,0.1106,3255.4,1345,26.91
1039,2844,119624,0.0857,0.0665,3046.4,1425,26.94
8651,23324,119624,0.0857,0.0665,3046.4,1425,26.94
2,1,110200,0.004,0.1106,1521.9,1345,21.9
7665,3561,75924,-0.029,0.0835,1003.2,1494,21.63
7226,3008,83752,0.1036,0.1088,943.9,1575,21.69
7122,5226,103208,0.232,0.1199,960.4,1030,21.74
6823,5131,110808,0.0741,0.0886,1275.2,1110,21.79
7082,3857,109744,-0.0098,0.0931,1053.1,1250,21.88
6947,4361,110200,0.004,0.1106,1521.9,1345,21.9
98997,63427,41572,0.1608,0.0381,1438.1,945,21.27
101146,48614,47728,0.1482,0.0377,955.3,1309,21.35
101813,109440,54340,0.1387,0.0425,1366.4,1009,21.41
101189,99704,61332,0.1285,0.058,943.4,1094,21.46
101031,64536,78128,0.2747,0.0637,653.8,1284,21.52
100199,104585,75924,-0.029,0.0835,1003.2,1494,21.63
97064,56420,83752,0.1036,0.1088,943.9,1575,21.69
97568,63043,103208,0.232,0.1199,960.4,1030,21.74
99732,102712,110808,0.0741,0.0886,1275.2,1110,21.79
105693,118574,109744,-0.0098,0.0931,1053.1,1250,21.88
105066,190548,110200,0.004,0.1106,1521.9,1345,21.9
797,708,41572,0.1608,0.0381,1438.1,945,21.27
875,714,47728,0.1482,0.0377,955.3,1309,21.35
848,580,54340,0.1387,0.0425,1366.4,1009,21.41
809,543,61332,0.1285,0.058,943.4,1094,21.46
803,631,78128,0.2747,0.0637,653.8,1284,21.52
593,418,75924,-0.029,0.0835,1003.2,1494,21.63
544,383,83752,0.1036,0.1088,943.9,1575,21.69
609,494,103208,0.232,0.1199,960.4,1030,21.74
874,806,110808,0.0741,0.0886,1275.2,1110,21.79
1329,3883,109744,-0.0098,0.0931,1053.1,1250,21.88
1409,2336,110200,0.004,0.1106,1521.9,1345,21.9
245200,230000,31388,-0.0053,0.1323,1013.4,939,20.91
249741,333339,33592,0.0694,0.0467,1443.9,1009,20.97
246559,209385,33668,0.003,0.0401,874.2,1139,21.12
249479,358158,34352,0.0186,0.0378,1170.1,864,21.21
247502,207801,35796,0.043,0.043,950.2,964,21.3
252065,370435,41572,0.1608,0.0381,1438.1,945,21.27
224800,246491,47728,0.1482,0.0377,955.3,1309,21.35
248696,365281,54340,0.1387,0.0425,1366.4,1009,21.41
248652,299342,61332,0.1285,0.058,943.4,1094,21.46
249811,354236,78128,0.2747,0.0637,653.8,1284,21.52
249835,275043,75924,-0.029,0.0835,1003.2,1494,21.63
247791,338221,83752,0.1036,0.1088,943.9,1575,21.69
247865,353009,103208,0.232,0.1199,960.4,1030,21.74
255517,346073,110808,0.0741,0.0886,1275.2,1110,21.79
260767,486464,109744,-0.0098,0.0931,1053.1,1250,21.88
258647,434079,110200,0.004,0.1106,1521.9,1345,21.9
3200,1400,31388,-0.0053,0.1323,1013.4,939,20.91
2994,1529,33592,0.0694,0.0467,1443.9,1009,20.97
2739,874,33668,0.003,0.0401,874.2,1139,21.12
2596,1092,34352,0.0186,0.0378,1170.1,864,21.21
2494,1239,35796,0.043,0.043,950.2,964,21.3
2504,1497,41572,0.1608,0.0381,1438.1,945,21.27
2297,1034,47728,0.1482,0.0377,955.3,1309,21.35
2230,757,54340,0.1387,0.0425,1366.4,1009,21.41
2236,869,61332,0.1285,0.058,943.4,1094,21.46
2121,862,78128,0.2747,0.0637,653.8,1284,21.52
2328,807,75924,-0.029,0.0835,1003.2,1494,21.63
1926,759,83752,0.1036,0.1088,943.9,1575,21.69
1476,1090,103208,0.232,0.1199,960.4,1030,21.74
1363,1168,110808,0.0741,0.0886,1275.2,1110,21.79
1158,1213,109744,-0.0098,0.0931,1053.1,1250,21.88
1092,414,110200,0.004,0.1106,1521.9,1345,21.9
30500,23800,31388,-0.0053,0.1323,1013.4,939,20.91
34904,42447,33592,0.0694,0.0467,1443.9,1009,20.97
41920,25430,33668,0.003,0.0401,874.2,1139,21.12
43272,38114,34352,0.0186,0.0378,1170.1,864,21.21
41040,27970,35796,0.043,0.043,950.2,964,21.3
41015,41700,41572,0.1608,0.0381,1438.1,945,21.27
41160,31475,47728,0.1482,0.0377,955.3,1309,21.35
42176,37968,54340,0.1387,0.0425,1366.4,1009,21.41
40742,40065,61332,0.1285,0.058,943.4,1094,21.46
43886,46121,78128,0.2747,0.0637,653.8,1284,21.52
42970,45223,75924,-0.029,0.0835,1003.2,1494,21.63
44079,46212,83752,0.1036,0.1088,943.9,1575,21.69
43688,60801,103208,0.232,0.1199,960.4,1030,21.74
42539,67005,110808,0.0741,0.0886,1275.2,1110,21.79
44860,121756,109744,-0.0098,0.0931,1053.1,1250,21.88
43844,98853,110200,0.004,0.1106,1521.9,1345,21.9
13900,8900,31388,-0.0053,0.1323,1013.4,939,20.91
13700,29710,33592,0.0694,0.0467,1443.9,1009,20.97
14034,13239,33668,0.003,0.0401,874.2,1139,21.12
15710,33464,34352,0.0186,0.0378,1170.1,864,21.21
6064,14153,35796,0.043,0.043,950.2,964,21.3
1339,3468,41572,0.1608,0.0381,1438.1,945,21.27
1797,4098,47728,0.1482,0.0377,955.3,1309,21.35
3729,7840,54340,0.1387,0.0425,1366.4,1009,21.41
410,829,61332,0.1285,0.058,943.4,1094,21.46
320,587,78128,0.2747,0.0637,653.8,1284,21.52
10279,17879,75924,-0.029,0.0835,1003.2,1494,21.63
1627,3475,83752,0.1036,0.1088,943.9,1575,21.69
5616,15345,103208,0.232,0.1199,960.4,1030,21.74
5717,18814,110808,0.0741,0.0886,1275.2,1110,21.79
4623,12471,109744,-0.0098,0.0931,1053.1,1250,21.88
4800,20805,110200,0.004,0.1106,1521.9,1345,21.9
600,300,31388,-0.0053,0.1323,1013.4,939,20.91
617,485,33592,0.0694,0.0467,1443.9,1009,20.97
662,396,33668,0.003,0.0401,874.2,1139,21.12
634,407,34352,0.0186,0.0378,1170.1,864,21.21
699,426,35796,0.043,0.043,950.2,964,21.3
593,410,41572,0.1608,0.0381,1438.1,945,21.27
601,376,47728,0.1482,0.0377,955.3,1309,21.35
588,382,54340,0.1387,0.0425,1366.4,1009,21.41
599,411,61332,0.1285,0.058,943.4,1094,21.46
564,416,78128,0.2747,0.0637,653.8,1284,21.52
522,365,75924,-0.029,0.0835,1003.2,1494,21.63
503,345,83752,0.1036,0.1088,943.9,1575,21.69
461,437,103208,0.232,0.1199,960.4,1030,21.74
460,760,110808,0.0741,0.0886,1275.2,1110,21.79
683,776,109744,-0.0098,0.0931,1053.1,1250,21.88
522,678,110200,0.004,0.1106,1521.9,1345,21.9
4241,4455,41572,0.1608,0.0381,1438.1,945,21.27
3478,3764,47728,0.1482,0.0377,955.3,1309,21.35
3098,3194,54340,0.1387,0.0425,1366.4,1009,21.41
2888,3122,61332,0.1285,0.058,943.4,1094,21.46
2277,2743,78128,0.2747,0.0637,653.8,1284,21.52
2284,2184,75924,-0.029,0.0835,1003.2,1494,21.63
1826,1733,83752,0.1036,0.1088,943.9,1575,21.69
1671,2461,103208,0.232,0.1199,960.4,1030,21.74
1550,2412,110808,0.0741,0.0886,1275.2,1110,21.79
904,1507,109744,-0.0098,0.0931,1053.1,1250,21.88
919,909,110200,0.004,0.1106,1521.9,1345,21.9
18800,10100,31388,-0.0053,0.1323,1013.4,939,20.91
19505,20393,33592,0.0694,0.0467,1443.9,1009,20.97
18249,8362,33668,0.003,0.0401,874.2,1139,21.12
17373,11855,34352,0.0186,0.0378,1170.1,864,21.21
14845,6585,35796,0.043,0.043,950.2,964,21.3
16219,13881,41572,0.1608,0.0381,1438.1,945,21.27
15682,10424,47728,0.1482,0.0377,955.3,1309,21.35
15080,9702,54340,0.1387,0.0425,1366.4,1009,21.41
11865,5017,61332,0.1285,0.058,943.4,1094,21.46
11344,3644,78128,0.2747,0.0637,653.8,1284,21.52
11323,7426,75924,-0.029,0.0835,1003.2,1494,21.63
9707,4427,83752,0.1036,0.1088,943.9,1575,21.69
8872,5538,103208,0.232,0.1199,960.4,1030,21.74
7242,6445,110808,0.0741,0.0886,1275.2,1110,21.79
5791,2167,109744,-0.0098,0.0931,1053.1,1250,21.88
5369,4745,110200,0.004,0.1106,1521.9,1345,21.9
20100,8600,31388,-0.0053,0.1323,1013.4,939,20.91
25405,21098,33592,0.0694,0.0467,1443.9,1009,20.97
24750,11002,33668,0.003,0.0401,874.2,1139,21.12
25426,11317,34352,0.0186,0.0378,1170.1,864,21.21
25431,10972,35796,0.043,0.043,950.2,964,21.3
24282,21091,41572,0.1608,0.0381,1438.1,945,21.27
22682,15223,47728,0.1482,0.0377,955.3,1309,21.35
21568,16485,54340,0.1387,0.0425,1366.4,1009,21.41
20557,16671,61332,0.1285,0.058,943.4,1094,21.46
20459,18175,78128,0.2747,0.0637,653.8,1284,21.52
19254,14490,75924,-0.029,0.0835,1003.2,1494,21.63
18751,14240,83752,0.1036,0.1088,943.9,1575,21.69
18316,30176,103208,0.232,0.1199,960.4,1030,21.74
18142,39481,110808,0.0741,0.0886,1275.2,1110,21.79
13938,38372,109744,-0.0098,0.0931,1053.1,1250,21.88
13808,28052,110200,0.004,0.1106,1521.9,1345,21.9
52600,23600,31388,-0.0053,0.1323,1013.4,939,20.91
53285,44539,33592,0.0694,0.0467,1443.9,1009,20.97
53995,23001,33668,0.003,0.0401,874.2,1139,21.12
55098,34422,34352,0.0186,0.0378,1170.1,864,21.21
51902,15126,35796,0.043,0.043,950.2,964,21.3
52592,40951,41572,0.1608,0.0381,1438.1,945,21.27
53227,36549,47728,0.1482,0.0377,955.3,1309,21.35
53298,34397,54340,0.1387,0.0425,1366.4,1009,21.41
53262,28778,61332,0.1285,0.058,943.4,1094,21.46
53919,31075,78128,0.2747,0.0637,653.8,1284,21.52
56255,43443,75924,-0.029,0.0835,1003.2,1494,21.63
55599,37500,83752,0.1036,0.1088,943.9,1575,21.69
50196,51888,103208,0.232,0.1199,960.4,1030,21.74
