Area,Production,GDP,Annual Growth Rate (%),Inflation,Rainfall,Price,Temparature
61565,115289,119624,0.0857,0.0665,1278.7,1425,26.92
314066,195548,33668,0.003,0.0401,906.3,1139,26.42
319809,448855,34352,0.0186,0.0378,1600.1,864,26.5
316368,212099,35796,0.043,0.043,990.2,964,26.47
320204,505972,41572,0.1608,0.0381,1694.3,945,26.56
321626,433960,47728,0.1482,0.0377,1144.5,1309,26.6
322411,515483,54340,0.1387,0.0425,1287.2,1009,26.58
324475,462644,61332,0.1285,0.058,1317.7,1094,26.62
325134,469491,78128,0.2747,0.0637,1281.2,1284,26.67
323407,447099,75924,-0.029,0.0835,1108.5,1494,26.75
305253,311696,83752,0.1036,0.1088,956.6,1575,26.8
329117,551672,103208,0.232,0.1199,1306.6,1030,26.82
224564,412102,110808,0.0741,0.0886,1302.7,1110,26.87
219766,436557,109744,-0.0098,0.0931,1377.4,1250,26.91
222487,459300,110200,0.004,0.1106,1420,1345,26.95
227579,456491,119624,0.0857,0.0665,1278.7,1425,26.92
207469,177354,33668,0.003,0.0401,906.3,1139,26.42
208838,273524,34352,0.0186,0.0378,1600.1,864,26.5
204492,113811,35796,0.043,0.043,990.2,964,26.47
208224,283588,41572,0.1608,0.0381,1694.3,945,26.56
209076,212564,47728,0.1482,0.0377,1144.5,1309,26.6
209077,171278,54340,0.1387,0.0425,1287.2,1009,26.58
118352,211112,61332,0.1285,0.058,1317.7,1094,26.62
129463,181019,78128,0.2747,0.0637,1281.2,1284,26.67
130262,144890,75924,-0.029,0.0835,1108.5,1494,26.75
132580,96012,83752,0.1036,0.1088,956.6,1575,26.8
137791,261296,103208,0.232,0.1199,1306.6,1030,26.82
66335,84423,110808,0.0741,0.0886,1302.7,1110,26.87
67846,164816,109744,-0.0098,0.0931,1377.4,1250,26.91
68153,112922,110200,0.004,0.1106,1420,1345,26.95
70366,131262,119624,0.0857,0.0665,1278.7,1425,26.92
143445,139175,33668,0.003,0.0401,906.3,1139,26.42
142588,213867,34352,0.0186,0.0378,1600.1,864,26.5
139084,164690,35796,0.043,0.043,990.2,964,26.47
141585,217544,41572,0.1608,0.0381,1694.3,945,26.56
145537,201587,47728,0.1482,0.0377,1144.5,1309,26.6
149772,272042,54340,0.1387,0.0425,1287.2,1009,26.58
163589,328047,61332,0.1285,0.058,1317.7,1094,26.62
175006,346087,78128,0.2747,0.0637,1281.2,1284,26.67
152432,268219,75924,-0.029,0.0835,1108.5,1494,26.75
143904,260683,83752,0.1036,0.1088,956.6,1575,26.8
168855,395133,103208,0.232,0.1199,1306.6,1030,26.82
162439,405071,110808,0.0741,0.0886,1302.7,1110,26.87
185013,489332,109744,-0.0098,0.0931,1377.4,1250,26.91
194750,436199,110200,0.004,0.1106,1420,1345,26.95
198148,620402,119624,0.0857,0.0665,1278.7,1425,26.92
435303,224171,33668,0.003,0.0401,906.3,1139,26.42
436807,605170,34352,0.0186,0.0378,1600.1,864,26.5
432904,233410,35796,0.043,0.043,990.2,964,26.47
442753,716384,41572,0.1608,0.0381,1694.3,945,26.56
449635,633535,47728,0.1482,0.0377,1144.5,1309,26.6
453535,746241,54340,0.1387,0.0425,1287.2,1009,26.58
460930,673868,61332,0.1285,0.058,1317.7,1094,26.62
465325,730870,78128,0.2747,0.0637,1281.2,1284,26.67
464617,420864,75924,-0.029,0.0835,1108.5,1494,26.75
451263,355753,83752,0.1036,0.1088,956.6,1575,26.8
462087,844764,103208,0.232,0.1199,1306.6,1030,26.82
129502,248913,110808,0.0741,0.0886,1302.7,1110,26.87
129784,296124,109744,-0.0098,0.0931,1377.4,1250,26.91
130671,253696,110200,0.004,0.1106,1420,1345,26.95
130467,242048,119624,0.0857,0.0665,1278.7,1425,26.92
134895,154339,110808,0.0741,0.0886,1302.7,1110,26.87
131879,206342,109744,-0.0098,0.0931,1377.4,1250,26.91
134290,198730,110200,0.004,0.1106,1420,1345,26.95
139889,237276,119624,0.0857,0.0665,1278.7,1425,26.92
254692,167830,33668,0.003,0.0401,906.3,1139,26.42
254981,386700,34352,0.0186,0.0378,1600.1,864,26.5
252737,299041,35796,0.043,0.043,990.2,964,26.47
253178,341989,41572,0.1608,0.0381,1694.3,945,26.56
253093,314469,47728,0.1482,0.0377,1144.5,1309,26.6
253737,452873,54340,0.1387,0.0425,1287.2,1009,26.58
278916,528694,61332,0.1285,0.058,1317.7,1094,26.62
254239,539486,78128,0.2747,0.0637,1281.2,1284,26.67
288940,484450,75924,-0.029,0.0835,1108.5,1494,26.75
254022,557818,83752,0.1036,0.1088,956.6,1575,26.8
254778,659384,103208,0.232,0.1199,1306.6,1030,26.82
279492,734839,110808,0.0741,0.0886,1302.7,1110,26.87
281528,847944,109744,-0.0098,0.0931,1377.4,1250,26.91
257816,742522,110200,0.004,0.1106,1420,1345,26.95
253667,802349,119624,0.0857,0.0665,1278.7,1425,26.92
179057,120855,33668,0.003,0.0401,906.3,1139,26.42
179252,221341,34352,0.0186,0.0378,1600.1,864,26.5
180322,116095,35796,0.043,0.043,990.2,964,26.47
180373,225019,41572,0.1608,0.0381,1694.3,945,26.56
180028,167461,47728,0.1482,0.0377,1144.5,1309,26.6
180718,159200,54340,0.1387,0.0425,1287.2,1009,26.58
180309,188689,61332,0.1285,0.058,1317.7,1094,26.62
181389,220343,78128,0.2747,0.0637,1281.2,1284,26.67
180921,203992,75924,-0.029,0.0835,1108.5,1494,26.75
180614,193157,83752,0.1036,0.1088,956.6,1575,26.8
179402,247335,103208,0.232,0.1199,1306.6,1030,26.82
180163,267743,110808,0.0741,0.0886,1302.7,1110,26.87
182433,278298,109744,-0.0098,0.0931,1377.4,1250,26.91
180506,277510,110200,0.004,0.1106,1420,1345,26.95
180700,290404,119624,0.0857,0.0665,1278.7,1425,26.92
90203,46575,33668,0.003,0.0401,906.3,1139,26.42
92215,108539,34352,0.0186,0.0378,1600.1,864,26.5
92649,81628,35796,0.043,0.043,990.2,964,26.47
92807,101004,41572,0.1608,0.0381,1694.3,945,26.56
93135,83543,47728,0.1482,0.0377,1144.5,1309,26.6
93236,102670,54340,0.1387,0.0425,1287.2,1009,26.58
92837,129942,61332,0.1285,0.058,1317.7,1094,26.62
93715,104967,78128,0.2747,0.0637,1281.2,1284,26.67
95047,100521,75924,-0.029,0.0835,1108.5,1494,26.75
96516,78540,83752,0.1036,0.1088,956.6,1575,26.8
95739,151006,103208,0.232,0.1199,1306.6,1030,26.82
95695,155004,110808,0.0741,0.0886,1302.7,1110,26.87
95853,142900,109744,-0.0098,0.0931,1377.4,1250,26.91
96026,127776,110200,0.004,0.1106,1420,1345,26.95
102157,138630,119624,0.0857,0.0665,1278.7,1425,26.92
162220,133229,33668,0.003,0.0401,906.3,1139,26.42
164934,262672,34352,0.0186,0.0378,1600.1,864,26.5
160452,88832,35796,0.043,0.043,990.2,964,26.47
164148,319835,41572,0.1608,0.0381,1694.3,945,26.56
165555,248783,47728,0.1482,0.0377,1144.5,1309,26.6
167460,275545,54340,0.1387,0.0425,1287.2,1009,26.58
170620,302060,61332,0.1285,0.058,1317.7,1094,26.62
171869,284312,78128,0.2747,0.0637,1281.2,1284,26.67
171869,223318,75924,-0.029,0.0835,1108.5,1494,26.75
171869,215414,83752,0.1036,0.1088,956.6,1575,26.8
173596,385716,103208,0.232,0.1199,1306.6,1030,26.82
173669,241055,110808,0.0741,0.0886,1302.7,1110,26.87
174398,452378,109744,-0.0098,0.0931,1377.4,1250,26.91
177529,431585,110200,0.004,0.1106,1420,1345,26.95
178689,477197,119624,0.0857,0.0665,1278.7,1425,26.92
99670,105332,110808,0.0741,0.0886,1302.7,1110,26.87
99796,172562,109744,-0.0098,0.0931,1377.4,1250,26.91
100277,181999,110200,0.004,0.1106,1420,1345,26.95
100383,193520,119624,0.0857,0.0665,1278.7,1425,26.92
109325,60674,33668,0.003,0.0401,906.3,1139,26.42
110152,145072,34352,0.0186,0.0378,1600.1,864,26.5
108984,82439,35796,0.043,0.043,990.2,964,26.47
110113,134710,41572,0.1608,0.0381,1694.3,945,26.56
109856,101504,47728,0.1482,0.0377,1144.5,1309,26.6
109622,129060,54340,0.1387,0.0425,1287.2,1009,26.58
109853,95823,61332,0.1285,0.058,1317.7,1094,26.62
109818,120613,78128,0.2747,0.0637,1281.2,1284,26.67
109650,110250,75924,-0.029,0.0835,1108.5,1494,26.75
109232,101991,83752,0.1036,0.1088,956.6,1575,26.8
109207,130510,103208,0.232,0.1199,1306.6,1030,26.82
109052,151705,110808,0.0741,0.0886,1302.7,1110,26.87
109252,175010,109744,-0.0098,0.0931,1377.4,1250,26.91
109179,150499,110200,0.004,0.1106,1420,1345,26.95
109135,164065,119624,0.0857,0.0665,1278.7,1425,26.92
68626,45906,33668,0.003,0.0401,906.3,1139,26.42
70398,102157,34352,0.0186,0.0378,1600.1,864,26.5
66735,36098,35796,0.043,0.043,990.2,964,26.47
69774,99029,41572,0.1608,0.0381,1694.3,945,26.56
69968,75066,47728,0.1482,0.0377,1144.5,1309,26.6
70855,62552,54340,0.1387,0.0425,1287.2,1009,26.58
71107,66435,61332,0.1285,0.058,1317.7,1094,26.62
69115,55104,78128,0.2747,0.0637,1281.2,1284,26.67
70742,84338,75924,-0.029,0.0835,1108.5,1494,26.75
68325,49123,83752,0.1036,0.1088,956.6,1575,26.8
67867,73896,103208,0.232,0.1199,1306.6,1030,26.82
69804,104657,110808,0.0741,0.0886,1302.7,1110,26.87
69533,122289,109744,-0.0098,0.0931,1377.4,1250,26.91
69767,112577,110200,0.004,0.1106,1420,1345,26.95
73095,130407,119624,0.0857,0.0665,1278.7,1425,26.92
233263,114090,33668,0.003,0.0401,906.3,1139,26.42
242450,290201,34352,0.0186,0.0378,1600.1,864,26.5
242444,108462,35796,0.043,0.043,990.2,964,26.47
250091,387427,41572,0.1608,0.0381,1694.3,945,26.56
251046,319432,47728,0.1482,0.0377,1144.5,1309,26.6
250057,247754,54340,0.1387,0.0425,1287.2,1009,26.58
256752,331104,61332,0.1285,0.058,1317.7,1094,26.62
241743,331756,78128,0.2747,0.0637,1281.2,1284,26.67
260661,292312,75924,-0.029,0.0835,1108.5,1494,26.75
262841,292973,83752,0.1036,0.1088,956.6,1575,26.8
266738,486688,103208,0.232,0.1199,1306.6,1030,26.82
266270,377333,110808,0.0741,0.0886,1302.7,1110,26.87
270962,521880,109744,-0.0098,0.0931,1377.4,1250,26.91
271381,474504,110200,0.004,0.1106,1420,1345,26.95
272551,510063,119624,0.0857,0.0665,1278.7,1425,26.92
108233,213753,110808,0.0741,0.0886,1302.7,1110,26.87
108920,245868,109744,-0.0098,0.0931,1377.4,1250,26.91
108812,187778,110200,0.004,0.1106,1420,1345,26.95
108824,220811,119624,0.0857,0.0665,1278.7,1425,26.92
23578,0,61332,0.1285,0.058,1317.7,1094,26.62
24164,35631,78128,0.2747,0.0637,1281.2,1284,26.67
24165,37898,75924,-0.029,0.0835,1108.5,1494,26.75
24099,26366,83752,0.1036,0.1088,956.6,1575,26.8
29917,51571,103208,0.232,0.1199,1306.6,1030,26.82
23961,26115,110808,0.0741,0.0886,1302.7,1110,26.87
24207,34894,109744,-0.0098,0.0931,1377.4,1250,26.91
24627,39302,110200,0.004,0.1106,1420,1345,26.95
24856,44005,119624,0.0857,0.0665,1278.7,1425,26.92
241943,116886,33668,0.003,0.0401,906.3,1139,26.42
241432,305358,34352,0.0186,0.0378,1600.1,864,26.5
239372,168485,35796,0.043,0.043,990.2,964,26.47
242593,322350,41572,0.1608,0.0381,1694.3,945,26.56
241526,250401,47728,0.1482,0.0377,1144.5,1309,26.6
240317,278707,54340,0.1387,0.0425,1287.2,1009,26.58
240616,307132,61332,0.1285,0.058,1317.7,1094,26.62
241665,312306,78128,0.2747,0.0637,1281.2,1284,26.67
242366,296840,75924,-0.029,0.0835,1108.5,1494,26.75
240135,277370,83752,0.1036,0.1088,956.6,1575,26.8
240388,336652,103208,0.232,0.1199,1306.6,1030,26.82
241162,334923,110808,0.0741,0.0886,1302.7,1110,26.87
240220,362982,109744,-0.0098,0.0931,1377.4,1250,26.91
237928,303252,110200,0.004,0.1106,1420,1345,26.95
228200,367385,119624,0.0857,0.0665,1278.7,1425,26.92
513066,208356,33668,0.003,0.0401,906.3,1139,26.42
517577,616749,34352,0.0186,0.0378,1600.1,864,26.5
516328,386465,35796,0.043,0.043,990.2,964,26.47
520847,711370,41572,0.1608,0.0381,1694.3,945,26.56
521744,626563,47728,0.1482,0.0377,1144.5,1309,26.6
518561,804924,54340,0.1387,0.0425,1287.2,1009,26.58
534394,785967,61332,0.1285,0.058,1317.7,1094,26.62
539878,805433,78128,0.2747,0.0637,1281.2,1284,26.67
529148,691851,75924,-0.029,0.0835,1108.5,1494,26.75
521918,753589,83752,0.1036,0.1088,956.6,1575,26.8
545965,771395,103208,0.232,0.1199,1306.6,1030,26.82
169099,219975,110808,0.0741,0.0886,1302.7,1110,26.87
183690,375108,109744,-0.0098,0.0931,1377.4,1250,26.91
185684,314837,110200,0.004,0.1106,1420,1345,26.95
186042,376312,119624,0.0857,0.0665,1278.7,1425,26.92
249419,210646,33668,0.003,0.0401,906.3,1139,26.42
253973,296457,34352,0.0186,0.0378,1600.1,864,26.5
254729,193529,35796,0.043,0.043,990.2,964,26.47
257926,357731,41572,0.1608,0.0381,1694.3,945,26.56
260215,291457,47728,0.1482,0.0377,1144.5,1309,26.6
261961,357964,54340,0.1387,0.0425,1287.2,1009,26.58
265967,357973,61332,0.1285,0.058,1317.7,1094,26.62
268022,290436,78128,0.2747,0.0637,1281.2,1284,26.67
271256,211856,75924,-0.029,0.0835,1108.5,1494,26.75
269249,210540,83752,0.1036,0.1088,956.6,1575,26.8
274412,438569,103208,0.232,0.1199,1306.6,1030,26.82
276480,458453,110808,0.0741,0.0886,1302.7,1110,26.87
277609,512609,109744,-0.0098,0.0931,1377.4,1250,26.91
281928,428897,110200,0.004,0.1106,1420,1345,26.95
287194,480285,119624,0.0857,0.0665,1278.7,1425,26.92
71239,91114,110808,0.0741,0.0886,1302.7,1110,26.87
73085,156158,109744,-0.0098,0.0931,1377.4,1250,26.91
72828,171578,110200,0.004,0.1106,1420,1345,26.95
78438,174280,119624,0.0857,0.0665,1278.7,1425,26.92
107505,148323,110808,0.0741,0.0886,1302.7,1110,26.87
108067,138640,109744,-0.0098,0.0931,1377.4,1250,26.91
108262,189774,110200,0.004,0.1106,1420,1345,26.95
106865,196547,119624,0.0857,0.0665,1278.7,1425,26.92
309313,194681,33668,0.003,0.0401,906.3,1139,26.42
314482,411096,34352,0.0186,0.0378,1600.1,864,26.5
311106,221033,35796,0.043,0.043,990.2,964,26.47
314170,404374,41572,0.1608,0.0381,1694.3,945,26.56
310959,299182,47728,0.1482,0.0377,1144.5,1309,26.6
312299,341368,54340,0.1387,0.0425,1287.2,1009,26.58
313914,345995,61332,0.1285,0.058,1317.7,1094,26.62
311757,380351,78128,0.2747,0.0637,1281.2,1284,26.67
311848,365590,75924,-0.029,0.0835,1108.5,1494,26.75
307674,221619,83752,0.1036,0.1088,956.6,1575,26.8
302922,323612,103208,0.232,0.1199,1306.6,1030,26.82
117901,164828,110808,0.0741,0.0886,1302.7,1110,26.87
117501,196105,109744,-0.0098,0.0931,1377.4,1250,26.91
116893,202401,110200,0.004,0.1106,1420,1345,26.95
117268,206623,119624,0.0857,0.0665,1278.7,1425,26.92
14123,24023,31388,-0.0053,0.1323,1070,939,
383,770,31388,-0.0053,0.1323,1070,939,
13905,27754,33592,0.0694,0.0467,568.4,1009,
500,938,33592,0.0694,0.0467,568.4,1009,
13668,25299,33668,0.003,0.0401,550.6,1139,
1550,3364,33668,0.003,0.0401,550.6,1139,
13493,30197,34352,0.0186,0.0378,849,864,
386,838,34352,0.0186,0.0378,849,864,
13301,37482,35796,0.043,0.043,637.2,964,
382,839,35796,0.043,0.043,637.2,964,
13314,26761,41572,0.1608,0.0381,1160.3,945,
583,1172,41572,0.1608,0.0381,1160.3,945,
13334,27788,47728,0.1482,0.0377,1005.8,1309,
653,1383,47728,0.1482,0.0377,1005.8,1309,
12903,32296,54340,0.1387,0.0425,1316.4,1009,
657,1347,54340,0.1387,0.0425,1316.4,1009,
12902,28565,61332,0.1285,0.058,1478,1094,
2500,5950,61332,0.1285,0.058,1478,1094,
13600,23700,78128,0.2747,0.0637,1178.9,1284,
13600,23400,75924,-0.029,0.0835,911.1,1494,
12500,13500,83752,0.1036,0.1088,641.6,1575,
10220,19653,103208,0.232,0.1199,1088.7,1030,
580,1186,103208,0.232,0.1199,1088.7,1030,
10316,18156,110808,0.0741,0.0886,890.5,1110,
349,396,110808,0.0741,0.0886,890.5,1110,
13490,26036,109744,-0.0098,0.0931,714,1250,
344,668,109744,-0.0098,0.0931,714,1250,
13255,24866,110200,0.004,0.1106,1118.6,1345,
325,631,110200,0.004,0.1106,1118.6,1345,
13490,25181,119624,0.0857,0.0665,705.7,1425,
376,726,119624,0.0857,0.0665,705.7,1425,
29535,85664,47728,0.1482,0.0377,2985.9,1309,26.73
29605,85399,54340,0.1387,0.0425,3615.7,1009,26.79
29124,76689,61332,0.1285,0.058,3482.2,1094,26.84
29653,71918,78128,0.2747,0.0637,3468.5,1284,26.84
19974,47919,75924,-0.029,0.0835,3053.1,1494,26.91
8145,20727,75924,-0.029,0.0835,3053.1,1494,26.91
18201,35411,83752,0.1036,0.1088,2716.6,1575,26.97
8688,24343,83752,0.1036,0.1088,2716.6,1575,26.97
17314,41896,103208,0.232,0.1199,3778.1,1030,27.15
8450,22437,103208,0.232,0.1199,3778.1,1030,27.15
18019,47954,110808,0.0741,0.0886,3825.2,1110,27.23
8450,23108,110808,0.0741,0.0886,3825.2,1110,27.23
18045,47789,109744,-0.0098,0.0931,3018.4,1250,27.34
7355,21852,109744,-0.0098,0.0931,3018.4,1250,27.34
14740,44206,110200,0.004,0.1106,3524,1345,27.4
7270,22145,110200,0.004,0.1106,3524,1345,27.4
14385,40962,119624,0.0857,0.0665,2757.5,1425,27.48
6820,18826,119624,0.0857,0.0665,2757.5,1425,27.48
15169,40864,31540,0.0389,0.0716,3027.2,968,26.34
6417,19052,31540,0.0389,0.0716,3027.2,968,26.34
22907,59510,47728,0.1482,0.0377,2985.9,1309,26.73
22572,61837,54340,0.1387,0.0425,3615.7,1009,26.79
23861,52256,61332,0.1285,0.058,3482.2,1094,26.84
22538,49761,78128,0.2747,0.0637,3468.5,1284,26.84
13664,30786,75924,-0.029,0.0835,3053.1,1494,26.91
7543,22435,75924,-0.029,0.0835,3053.1,1494,26.91
12965,23856,83752,0.1036,0.1088,2716.6,1575,26.97
7250,16995,83752,0.1036,0.1088,2716.6,1575,26.97
13318,30325,103208,0.232,0.1199,3778.1,1030,27.15
7530,20336,103208,0.232,0.1199,3778.1,1030,27.15
13228,30816,110808,0.0741,0.0886,3825.2,1110,27.23
7540,20113,110808,0.0741,0.0886,3825.2,1110,27.23
13210,33440,109744,-0.0098,0.0931,3018.4,1250,27.34
7220,19740,109744,-0.0098,0.0931,3018.4,1250,27.34
13590,35908,110200,0.004,0.1106,3524,1345,27.4
7220,24252,110200,0.004,0.1106,3524,1345,27.4
13455,40307,119624,0.0857,0.0665,2757.5,1425,27.48
7310,20410,119624,0.0857,0.0665,2757.5,1425,27.48
75300,114500,31540,0.0389,0.0716,1068.9,968,26.5
52200,72600,31388,-0.0053,0.1323,1070,939,26.54
75100,78900,33592,0.0694,0.0467,568.4,1009,26.61
84100,37500,33668,0.003,0.0401,550.6,1139,26.68
82000,144300,34352,0.0186,0.0378,849,864,26.72
47500,39300,35796,0.043,0.043,637.2,964,26.8
83200,197600,41572,0.1608,0.0381,1160.3,945,26.84
78900,176000,47728,0.1482,0.0377,1005.8,1309,26.92
100,200,47728,0.1482,0.0377,1005.8,1309,26.92
94800,235500,54340,0.1387,0.0425,1316.4,1009,26.94
1000,2900,54340,0.1387,0.0425,1316.4,1009,26.94
97300,178800,61332,0.1285,0.058,1478,1094,27.12
2800,8100,61332,0.1285,0.058,1478,1094,27.12
105200,214100,78128,0.2747,0.0637,1178.9,1284,27.23
2800,8600,78128,0.2747,0.0637,1178.9,1284,27.23
96100,175500,75924,-0.029,0.0835,911.1,1494,27.3
2300,6400,75924,-0.029,0.0835,911.1,1494,27.3
83700,209200,83752,0.1036,0.1088,641.6,1575,27.34
5300,17100,83752,0.1036,0.1088,641.6,1575,27.34
103500,273600,103208,0.232,0.1199,1088.7,1030,27.4
10000,36700,103208,0.232,0.1199,1088.7,1030,27.4
119000,311000,110808,0.0741,0.0886,890.5,1110,27.35
14100,54600,110808,0.0741,0.0886,890.5,1110,27.35
107800,212600,109744,-0.0098,0.0931,714,1250,27.42
4700,13100,109744,-0.0098,0.0931,714,1250,27.42
100,100,31388,-0.0053,0.1323,1070,939,26.54
100,100,33592,0.0694,0.0467,568.4,1009,26.61
100,100,34352,0.0186,0.0378,849,864,26.72
71900,142700,41572,0.1608,0.0381,1160.3,945,26.84
1200,4200,41572,0.1608,0.0381,1160.3,945,26.84
80400,175100,47728,0.1482,0.0377,1005.8,1309,26.92
500,1400,47728,0.1482,0.0377,1005.8,1309,26.92
82300,178500,54340,0.1387,0.0425,1316.4,1009,26.94
9100,27100,54340,0.1387,0.0425,1316.4,1009,26.94
72400,125200,61332,0.1285,0.058,1478,1094,27.12
6100,16500,61332,0.1285,0.058,1478,1094,27.12
86100,200300,78128,0.2747,0.0637,1178.9,1284,27.23
5000,15300,78128,0.2747,0.0637,1178.9,1284,27.23
88200,174400,75924,-0.029,0.0835,911.1,1494,27.3
2200,5600,75924,-0.029,0.0835,911.1,1494,27.3
75200,192700,83752,0.1036,0.1088,641.6,1575,27.34
1000,3000,83752,0.1036,0.1088,641.6,1575,27.34
87700,185200,103208,0.232,0.1199,1088.7,1030,27.4
1500,4100,103208,0.232,0.1199,1088.7,1030,27.4
89000,198500,110808,0.0741,0.0886,890.5,1110,27.35
2800,6300,110808,0.0741,0.0886,890.5,1110,27.35
94400,238900,109744,-0.0098,0.0931,714,1250,27.42
700,2200,109744,-0.0098,0.0931,714,1250,27.42
25100,24600,31540,0.0389,0.0716,1068.9,968,26.5
21100,25200,31388,-0.0053,0.1323,1070,939,26.54
27200,23700,33592,0.0694,0.0467,568.4,1009,26.61
27900,17600,33668,0.003,0.0401,550.6,1139,26.68
24200,25200,34352,0.0186,0.0378,849,864,26.72
200,600,34352,0.0186,0.0378,849,864,26.72
23700,24200,35796,0.043,0.043,637.2,964,26.8
600,2900,35796,0.043,0.043,637.2,964,26.8
13300,21900,41572,0.1608,0.0381,1160.3,945,26.84
500,1800,41572,0.1608,0.0381,1160.3,945,26.84
12300,15800,47728,0.1482,0.0377,1005.8,1309,26.92
200,500,47728,0.1482,0.0377,1005.8,1309,26.92
12900,18100,54340,0.1387,0.0425,1316.4,1009,26.94
200,700,54340,0.1387,0.0425,1316.4,1009,26.94
10500,15200,61332,0.1285,0.058,1478,1094,27.12
400,1100,61332,0.1285,0.058,1478,1094,27.12
11400,16800,78128,0.2747,0.0637,1178.9,1284,27.23
1200,3700,78128,0.2747,0.0637,1178.9,1284,27.23
14600,24400,75924,-0.029,0.0835,911.1,1494,27.3
800,2500,75924,-0.029,0.0835,911.1,1494,27.3
12200,19400,83752,0.1036,0.1088,641.6,1575,27.34
300,1000,83752,0.1036,0.1088,641.6,1575,27.34
11400,19200,103208,0.232,0.1199,1088.7,1030,27.4
1800,5500,103208,0.232,0.1199,1088.7,1030,27.4
10300,16500,110808,0.0741,0.0886,890.5,1110,27.35
2800,8900,110808,0.0741,0.0886,890.5,1110,27.35
9600,14100,109744,-0.0098,0.0931,714,1250,27.42
2100,6300,109744,-0.0098,0.0931,714,1250,27.42
100,200,31540,0.0389,0.0716,1068.9,968,26.5
100,200,33592,0.0694,0.0467,568.4,1009,26.61
100,200,34352,0.0186,0.0378,849,864,26.72
100,100,35796,0.043,0.043,637.2,964,26.8
11400,8800,31540,0.0389,0.0716,1068.9,968,26.5
12300,13500,31388,-0.0053,0.1323,1070,939,26.54
13100,13000,33592,0.0694,0.0467,568.4,1009,26.61
12400,8300,33668,0.003,0.0401,550.6,1139,26.68
12200,15300,34352,0.0186,0.0378,849,864,26.72
14100,10700,35796,0.043,0.043,637.2,964,26.8
14000,17100,41572,0.1608,0.0381,1160.3,945,26.84
12600,30500,47728,0.1482,0.0377,1005.8,1309,26.92
15500,20900,54340,0.1387,0.0425,1316.4,1009,26.94
16900,20400,61332,0.1285,0.058,1478,1094,27.12
16800,22800,78128,0.2747,0.0637,1178.9,1284,27.23
17900,22700,75924,-0.029,0.0835,911.1,1494,27.3
15800,17400,83752,0.1036,0.1088,641.6,1575,27.34
18000,23400,103208,0.232,0.1199,1088.7,1030,27.4
18000,30700,110808,0.0741,0.0886,890.5,1110,27.35
13800,21800,109744,-0.0098,0.0931,714,1250,27.42
54600,75200,41572,0.1608,0.0381,1160.3,945,26.84
49700,39300,47728,0.1482,0.0377,1005.8,1309,26.92
44900,35800,54340,0.1387,0.0425,1316.4,1009,26.94
45700,38700,61332,0.1285,0.058,1478,1094,27.12
39300,38900,78128,0.2747,0.0637,1178.9,1284,27.23
36100,24800,75924,-0.029,0.0835,911.1,1494,27.3
29700,7500,83752,0.1036,0.1088,641.6,1575,27.34
35800,32000,103208,0.232,0.1199,1088.7,1030,27.4
36200,31700,110808,0.0741,0.0886,890.5,1110,27.35
31800,35800,109744,-0.0098,0.0931,714,1250,27.42
7200,19400,31540,0.0389,0.0716,1068.9,968,26.5
5900,15600,31388,-0.0053,0.1323,1070,939,26.54
7900,24000,33592,0.0694,0.0467,568.4,1009,26.61
7600,17100,33668,0.003,0.0401,550.6,1139,26.68
7000,17500,34352,0.0186,0.0378,849,864,26.72
4600,9900,35796,0.043,0.043,637.2,964,26.8
13100,35200,41572,0.1608,0.0381,1160.3,945,26.84
13200,29100,47728,0.1482,0.0377,1005.8,1309,26.92
10000,27200,54340,0.1387,0.0425,1316.4,1009,26.94
300,900,54340,0.1387,0.0425,1316.4,1009,26.94
11300,25600,61332,0.1285,0.058,1478,1094,27.12
3000,8600,61332,0.1285,0.058,1478,1094,27.12
12800,32000,78128,0.2747,0.0637,1178.9,1284,27.23
3000,9200,78128,0.2747,0.0637,1178.9,1284,27.23
12800,26900,75924,-0.029,0.0835,911.1,1494,27.3
10600,22200,83752,0.1036,0.1088,641.6,1575,27.34
16000,36900,103208,0.232,0.1199,1088.7,1030,27.4
8800,20100,110808,0.0741,0.0886,890.5,1110,27.35
3500,8100,109744,-0.0098,0.0931,714,1250,27.42
100,200,31540,0.0389,0.0716,1068.9,968,26.5
200,500,110808,0.0741,0.0886,890.5,1110,27.35
155600,273500,31540,0.0389,0.0716,1068.9,968,26.5
145200,286400,31388,-0.0053,0.1323,1070,939,26.54
169100,363900,33592,0.0694,0.0467,568.4,1009,26.61
112500,73400,33668,0.003,0.0401,550.6,1139,26.68
100,500,33668,0.003,0.0401,550.6,1139,26.68
171800,308400,34352,0.0186,0.0378,849,864,26.72
300,800,34352,0.0186,0.0378,849,864,26.72
71200,93500,35796,0.043,0.043,637.2,964,26.8
200,800,35796,0.043,0.043,637.2,964,26.8
98800,198900,41572,0.1608,0.0381,1160.3,945,26.84
10000,34400,41572,0.1608,0.0381,1160.3,945,26.84
99400,223900,47728,0.1482,0.0377,1005.8,1309,26.92
2800,8100,47728,0.1482,0.0377,1005.8,1309,26.92
89700,218500,54340,0.1387,0.0425,1316.4,1009,26.94
1800,5500,54340,0.1387,0.0425,1316.4,1009,26.94
92400,169300,61332,0.1285,0.058,1478,1094,27.12
7900,22200,61332,0.1285,0.058,1478,1094,27.12
99800,237400,78128,0.2747,0.0637,1178.9,1284,27.23
4800,15100,78128,0.2747,0.0637,1178.9,1284,27.23
